<extra_id_123><extra_id_0>ttttXYZA+<extra_id_1>tttXYZ+<extra_id_2>tXYZ-	<extra_id_124>	t{2,4}([A-Z]{2,4})?
<extra_id_123><extra_id_0>ttttXYZA+<extra_id_1>tttXYZ+<extra_id_2>tXYZ-<extra_id_3>ttXY+	<extra_id_124>	t{2,4}([A-Z]{2,4})?
<extra_id_123><extra_id_0>ttttXYZA+<extra_id_1>tttXYZ+<extra_id_2>tXYZ-<extra_id_3>ttXY+<extra_id_4>ttXYZA+	<extra_id_124>	t{2,4}([A-Z]{2,4})?
<extra_id_123><extra_id_0>ttttXYZA+<extra_id_1>tttXYZ+<extra_id_2>tXYZ-<extra_id_3>ttXY+<extra_id_4>ttXYZA+<extra_id_5>ttttXY+	<extra_id_124>	t{2,4}([A-Z]{2,4})?
<extra_id_123><extra_id_0>a+	<extra_id_124>	([0-9]{2})?[A-Za-z]{1,}
<extra_id_123><extra_id_0>a+<extra_id_1>12a+	<extra_id_124>	([0-9]{2})?[A-Za-z]{1,}
<extra_id_123><extra_id_0>a+<extra_id_1>12a+<extra_id_2>bca+	<extra_id_124>	([0-9]{2})?[A-Za-z]{1,}
<extra_id_123><extra_id_0>a+<extra_id_1>12a+<extra_id_2>bca+<extra_id_3>12-	<extra_id_124>	([0-9]{2})?[A-Za-z]{1,}
<extra_id_123><extra_id_0>a+<extra_id_1>12a+<extra_id_2>bca+<extra_id_3>12-<extra_id_4>$-	<extra_id_124>	([0-9]{2})?[A-Za-z]{1,}
<extra_id_123><extra_id_0>PPP+	<extra_id_124>	P{3,}([A-Z]{1,2})?
<extra_id_123><extra_id_0>PPP+<extra_id_1>PPPA+	<extra_id_124>	P{3,}([A-Z]{1,2})?
<extra_id_123><extra_id_0>PPP+<extra_id_1>PPPA+<extra_id_2>PPPBC+	<extra_id_124>	P{3,}([A-Z]{1,2})?
<extra_id_123><extra_id_0>PPP+<extra_id_1>PPPA+<extra_id_2>PPPBC+<extra_id_3>PPPPPPPPPPPZS+	<extra_id_124>	P{3,}([A-Z]{1,2})?
<extra_id_123><extra_id_0>PPP+<extra_id_1>PPPA+<extra_id_2>PPPBC+<extra_id_3>PPPPPPPPPPPZS+<extra_id_4>PPPPPPPPPP+	<extra_id_124>	P{3,}([A-Z]{1,2})?
<extra_id_123><extra_id_0>PPP+<extra_id_1>PPPA+<extra_id_2>PPPBC+<extra_id_3>PPPPPPPPPPPZS+<extra_id_4>PPPPPPPPPP+<extra_id_5>PP-	<extra_id_124>	P{3,}([A-Z]{1,2})?
<extra_id_123><extra_id_0>PPP+<extra_id_1>PPPA+<extra_id_2>PPPBC+<extra_id_3>PPPPPPPPPPPZS+<extra_id_4>PPPPPPPPPP+<extra_id_5>PP-<extra_id_6>PPXY-	<extra_id_124>	P{3,}([A-Z]{1,2})?
<extra_id_123><extra_id_0>4DD+	<extra_id_124>	4{1,}D{2,3}
<extra_id_123><extra_id_0>4DD+<extra_id_1>4DDD+	<extra_id_124>	4{1,}D{2,3}
<extra_id_123><extra_id_0>4DD+<extra_id_1>4DDD+<extra_id_2>4DDDD-	<extra_id_124>	4{1,}D{2,3}
<extra_id_123><extra_id_0>4DD+<extra_id_1>4DDD+<extra_id_2>4DDDD-<extra_id_3>4444444444DD+	<extra_id_124>	4{1,}D{2,3}
<extra_id_123><extra_id_0>4DD+<extra_id_1>4DDD+<extra_id_2>4DDDD-<extra_id_3>4444444444DD+<extra_id_4>44444DDD+	<extra_id_124>	4{1,}D{2,3}
<extra_id_123><extra_id_0>4DD+<extra_id_1>4DDD+<extra_id_2>4DDDD-<extra_id_3>4444444444DD+<extra_id_4>44444DDD+<extra_id_5>44444444444DDDD-	<extra_id_124>	4{1,}D{2,3}
<extra_id_123><extra_id_0>yyaaaS+	<extra_id_124>	y{1,4}[a-z]{3,}S{1,2}
<extra_id_123><extra_id_0>yyaaaS+<extra_id_1>yyyyabcS+	<extra_id_124>	y{1,4}[a-z]{3,}S{1,2}
<extra_id_123><extra_id_0>yyaaaS+<extra_id_1>yyyyabcS+<extra_id_2>YYYYABCD-	<extra_id_124>	y{1,4}[a-z]{3,}S{1,2}
<extra_id_123><extra_id_0>yyaaaS+<extra_id_1>yyyyabcS+<extra_id_2>YYYYABCD-<extra_id_3>yyyABCD-	<extra_id_124>	y{1,4}[a-z]{3,}S{1,2}
<extra_id_123><extra_id_0>yyaaaS+<extra_id_1>yyyyabcS+<extra_id_2>YYYYABCD-<extra_id_3>yyyABCD-<extra_id_4>yyyabcSS+	<extra_id_124>	y{1,4}[a-z]{3,}S{1,2}
<extra_id_123><extra_id_0>yyaaaS+<extra_id_1>yyyyabcS+<extra_id_2>YYYYABCD-<extra_id_3>yyyABCD-<extra_id_4>yyyabcSS+<extra_id_5>yaaS-	<extra_id_124>	y{1,4}[a-z]{3,}S{1,2}
<extra_id_123><extra_id_0>YY4+	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>YY4+<extra_id_1>YY4AAA+	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>YY4+<extra_id_1>YY4AAA+<extra_id_2>YY4APN+	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>YY4+<extra_id_1>YY4AAA+<extra_id_2>YY4APN+<extra_id_3>YY4APNAHS+	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>YY4+<extra_id_1>YY4AAA+<extra_id_2>YY4APN+<extra_id_3>YY4APNAHS+<extra_id_4>Y4ab-	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>YY4+<extra_id_1>YY4AAA+<extra_id_2>YY4APN+<extra_id_3>YY4APNAHS+<extra_id_4>Y4ab-<extra_id_5>YY4apn-	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>YY4+<extra_id_1>YY4AAA+<extra_id_2>YY4APN+<extra_id_3>YY4APNAHS+<extra_id_4>Y4ab-<extra_id_5>YY4apn-<extra_id_6>yy4APN-	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>YY4+<extra_id_1>YY4AAA+<extra_id_2>YY4APN+<extra_id_3>YY4APNAHS+<extra_id_4>Y4ab-<extra_id_5>YY4apn-<extra_id_6>yy4APN-<extra_id_7>YY4AP-	<extra_id_124>	Y{2}4([A-Z]{3,})?
<extra_id_123><extra_id_0>784-	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+<extra_id_7>77+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+<extra_id_7>77+<extra_id_8>47+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+<extra_id_7>77+<extra_id_8>47+<extra_id_9>44+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+<extra_id_7>77+<extra_id_8>47+<extra_id_9>44+<extra_id_10>7777+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+<extra_id_7>77+<extra_id_8>47+<extra_id_9>44+<extra_id_10>7777+<extra_id_11>7447+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+<extra_id_7>77+<extra_id_8>47+<extra_id_9>44+<extra_id_10>7777+<extra_id_11>7447+<extra_id_12>7744+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>784-<extra_id_1>7a4-<extra_id_2>777777-<extra_id_3>a-<extra_id_4>7+<extra_id_5>4+<extra_id_6>74+<extra_id_7>77+<extra_id_8>47+<extra_id_9>44+<extra_id_10>7777+<extra_id_11>7447+<extra_id_12>7744+<extra_id_13>4747+	<extra_id_124>	(7|4){1,4}
<extra_id_123><extra_id_0>gg99+	<extra_id_124>	g{2,4}9{2,}(g{2,4})?
<extra_id_123><extra_id_0>gg99+<extra_id_1>gg99gg+	<extra_id_124>	g{2,4}9{2,}(g{2,4})?
<extra_id_123><extra_id_0>gg99+<extra_id_1>gg99gg+<extra_id_2>g-	<extra_id_124>	g{2,4}9{2,}(g{2,4})?
<extra_id_123><extra_id_0>gg99+<extra_id_1>gg99gg+<extra_id_2>g-<extra_id_3>g9g-	<extra_id_124>	g{2,4}9{2,}(g{2,4})?
<extra_id_123><extra_id_0>gg99+<extra_id_1>gg99gg+<extra_id_2>g-<extra_id_3>g9g-<extra_id_4>b-	<extra_id_124>	g{2,4}9{2,}(g{2,4})?
<extra_id_123><extra_id_0>A+	<extra_id_124>	t?[A-Za-z]{1,4}
<extra_id_123><extra_id_0>A+<extra_id_1>b+	<extra_id_124>	t?[A-Za-z]{1,4}
<extra_id_123><extra_id_0>A+<extra_id_1>b+<extra_id_2>c+	<extra_id_124>	t?[A-Za-z]{1,4}
<extra_id_123><extra_id_0>A+<extra_id_1>b+<extra_id_2>c+<extra_id_3>tabcd+	<extra_id_124>	t?[A-Za-z]{1,4}
<extra_id_123><extra_id_0>A+<extra_id_1>b+<extra_id_2>c+<extra_id_3>tabcd+<extra_id_4>t+	<extra_id_124>	t?[A-Za-z]{1,4}
<extra_id_123><extra_id_0>akEEEE0+	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>akEEEE0+<extra_id_1>amEE0+	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>akEEEE0+<extra_id_1>amEE0+<extra_id_2>amE0-	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>akEEEE0+<extra_id_1>amEE0+<extra_id_2>amE0-<extra_id_3>nzEEEEEE0+	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>akEEEE0+<extra_id_1>amEE0+<extra_id_2>amE0-<extra_id_3>nzEEEEEE0+<extra_id_4>amE-	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>akEEEE0+<extra_id_1>amEE0+<extra_id_2>amE0-<extra_id_3>nzEEEEEE0+<extra_id_4>amE-<extra_id_5>amEE-	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>akEEEE0+<extra_id_1>amEE0+<extra_id_2>amE0-<extra_id_3>nzEEEEEE0+<extra_id_4>amE-<extra_id_5>amEE-<extra_id_6>aEE0-	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>akEEEE0+<extra_id_1>amEE0+<extra_id_2>amE0-<extra_id_3>nzEEEEEE0+<extra_id_4>amE-<extra_id_5>amEE-<extra_id_6>aEE0-<extra_id_7>EE0-	<extra_id_124>	[a-z]{2}E{2,}0
<extra_id_123><extra_id_0>222123+	<extra_id_124>	2{3,}([0-9]{3,4}|[A-Z]{3,4})
<extra_id_123><extra_id_0>222123+<extra_id_1>222ABCD+	<extra_id_124>	2{3,}([0-9]{3,4}|[A-Z]{3,4})
<extra_id_123><extra_id_0>222123+<extra_id_1>222ABCD+<extra_id_2>2222XYZ+	<extra_id_124>	2{3,}([0-9]{3,4}|[A-Z]{3,4})
<extra_id_123><extra_id_0>222123+<extra_id_1>222ABCD+<extra_id_2>2222XYZ+<extra_id_3>2225555+	<extra_id_124>	2{3,}([0-9]{3,4}|[A-Z]{3,4})
<extra_id_123><extra_id_0>222123+<extra_id_1>222ABCD+<extra_id_2>2222XYZ+<extra_id_3>2225555+<extra_id_4>22-	<extra_id_124>	2{3,}([0-9]{3,4}|[A-Z]{3,4})
<extra_id_123><extra_id_0>TTZ+	<extra_id_124>	T{2}[A-Z]{1,}
<extra_id_123><extra_id_0>TTZ+<extra_id_1>TZ-	<extra_id_124>	T{2}[A-Z]{1,}
<extra_id_123><extra_id_0>TTZ+<extra_id_1>TZ-<extra_id_2>TTABCDE+	<extra_id_124>	T{2}[A-Z]{1,}
<extra_id_123><extra_id_0>TTZ+<extra_id_1>TZ-<extra_id_2>TTABCDE+<extra_id_3>ABCDE-	<extra_id_124>	T{2}[A-Z]{1,}
<extra_id_123><extra_id_0>TTZ+<extra_id_1>TZ-<extra_id_2>TTABCDE+<extra_id_3>ABCDE-<extra_id_4>TTX+	<extra_id_124>	T{2}[A-Z]{1,}
<extra_id_123><extra_id_0>TTZ+<extra_id_1>TZ-<extra_id_2>TTABCDE+<extra_id_3>ABCDE-<extra_id_4>TTX+<extra_id_5>TXAAD-	<extra_id_124>	T{2}[A-Z]{1,}
<extra_id_123><extra_id_0>SSS+	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>SSS+<extra_id_1>SSSSSSSSSS+	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>SSS+<extra_id_1>SSSSSSSSSS+<extra_id_2>SSS333SSS+	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>SSS+<extra_id_1>SSSSSSSSSS+<extra_id_2>SSS333SSS+<extra_id_3>SSS3333SSS+	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>SSS+<extra_id_1>SSSSSSSSSS+<extra_id_2>SSS333SSS+<extra_id_3>SSS3333SSS+<extra_id_4>SS333SSS-	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>SSS+<extra_id_1>SSSSSSSSSS+<extra_id_2>SSS333SSS+<extra_id_3>SSS3333SSS+<extra_id_4>SS333SSS-<extra_id_5>SSS33SSS-	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>SSS+<extra_id_1>SSSSSSSSSS+<extra_id_2>SSS333SSS+<extra_id_3>SSS3333SSS+<extra_id_4>SS333SSS-<extra_id_5>SSS33SSS-<extra_id_6>SSS33333SSS-	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>SSS+<extra_id_1>SSSSSSSSSS+<extra_id_2>SSS333SSS+<extra_id_3>SSS3333SSS+<extra_id_4>SS333SSS-<extra_id_5>SSS33SSS-<extra_id_6>SSS33333SSS-<extra_id_7>SSS333SS-	<extra_id_124>	(S{3,}3{3,4})?S{3,}
<extra_id_123><extra_id_0>A-	<extra_id_124>	[A-Za-z]{3,4}y{3,4}o
<extra_id_123><extra_id_0>A-<extra_id_1>AAAyyyo+	<extra_id_124>	[A-Za-z]{3,4}y{3,4}o
<extra_id_123><extra_id_0>A-<extra_id_1>AAAyyyo+<extra_id_2>ABCyyy0-	<extra_id_124>	[A-Za-z]{3,4}y{3,4}o
<extra_id_123><extra_id_0>A-<extra_id_1>AAAyyyo+<extra_id_2>ABCyyy0-<extra_id_3>ABCyyyo+	<extra_id_124>	[A-Za-z]{3,4}y{3,4}o
<extra_id_123><extra_id_0>A-<extra_id_1>AAAyyyo+<extra_id_2>ABCyyy0-<extra_id_3>ABCyyyo+<extra_id_4>ABC-	<extra_id_124>	[A-Za-z]{3,4}y{3,4}o
<extra_id_123><extra_id_0>w94zA+	<extra_id_124>	w{1,}[0-9]{2}[A-Za-z]{2,3}
<extra_id_123><extra_id_0>w94zA+<extra_id_1>w94Xc+	<extra_id_124>	w{1,}[0-9]{2}[A-Za-z]{2,3}
<extra_id_123><extra_id_0>w94zA+<extra_id_1>w94Xc+<extra_id_2>wwwwwww65AAA+	<extra_id_124>	w{1,}[0-9]{2}[A-Za-z]{2,3}
<extra_id_123><extra_id_0>w94zA+<extra_id_1>w94Xc+<extra_id_2>wwwwwww65AAA+<extra_id_3>wwwww34bxd+	<extra_id_124>	w{1,}[0-9]{2}[A-Za-z]{2,3}
<extra_id_123><extra_id_0>w94zA+<extra_id_1>w94Xc+<extra_id_2>wwwwwww65AAA+<extra_id_3>wwwww34bxd+<extra_id_4>wwwww34bx+	<extra_id_124>	w{1,}[0-9]{2}[A-Za-z]{2,3}
<extra_id_123><extra_id_0>w94zA+<extra_id_1>w94Xc+<extra_id_2>wwwwwww65AAA+<extra_id_3>wwwww34bxd+<extra_id_4>wwwww34bx+<extra_id_5>wwwww34bxdd-	<extra_id_124>	w{1,}[0-9]{2}[A-Za-z]{2,3}
<extra_id_123><extra_id_0>w94zA+<extra_id_1>w94Xc+<extra_id_2>wwwwwww65AAA+<extra_id_3>wwwww34bxd+<extra_id_4>wwwww34bx+<extra_id_5>wwwww34bxdd-<extra_id_6>34bxdd-	<extra_id_124>	w{1,}[0-9]{2}[A-Za-z]{2,3}
<extra_id_123><extra_id_0>llAZ+	<extra_id_124>	l{2,}[A-Z]{2}
<extra_id_123><extra_id_0>llAZ+<extra_id_1>llllllVX+	<extra_id_124>	l{2,}[A-Z]{2}
<extra_id_123><extra_id_0>llAZ+<extra_id_1>llllllVX+<extra_id_2>l-	<extra_id_124>	l{2,}[A-Z]{2}
<extra_id_123><extra_id_0>llAZ+<extra_id_1>llllllVX+<extra_id_2>l-<extra_id_3>lZA-	<extra_id_124>	l{2,}[A-Z]{2}
<extra_id_123><extra_id_0>llAZ+<extra_id_1>llllllVX+<extra_id_2>l-<extra_id_3>lZA-<extra_id_4>ll12-	<extra_id_124>	l{2,}[A-Z]{2}
<extra_id_123><extra_id_0>llAZ+<extra_id_1>llllllVX+<extra_id_2>l-<extra_id_3>lZA-<extra_id_4>ll12-<extra_id_5>llAAZBXC-	<extra_id_124>	l{2,}[A-Z]{2}
<extra_id_123><extra_id_0>llAZ+<extra_id_1>llllllVX+<extra_id_2>l-<extra_id_3>lZA-<extra_id_4>ll12-<extra_id_5>llAAZBXC-<extra_id_6>llab-	<extra_id_124>	l{2,}[A-Z]{2}
<extra_id_123><extra_id_0>BaaaaAA+	<extra_id_124>	B{1,2}[a-z]{4}[A-Za-z]{2,}
<extra_id_123><extra_id_0>BaaaaAA+<extra_id_1>BBabcdAbCdeFgHI+	<extra_id_124>	B{1,2}[a-z]{4}[A-Za-z]{2,}
<extra_id_123><extra_id_0>BaaaaAA+<extra_id_1>BBabcdAbCdeFgHI+<extra_id_2>BBBabcdabcde-	<extra_id_124>	B{1,2}[a-z]{4}[A-Za-z]{2,}
<extra_id_123><extra_id_0>BaaaaAA+<extra_id_1>BBabcdAbCdeFgHI+<extra_id_2>BBBabcdabcde-<extra_id_3>BBabcdabcde+	<extra_id_124>	B{1,2}[a-z]{4}[A-Za-z]{2,}
<extra_id_123><extra_id_0>BaaaaAA+<extra_id_1>BBabcdAbCdeFgHI+<extra_id_2>BBBabcdabcde-<extra_id_3>BBabcdabcde+<extra_id_4>BBhjgyTU+	<extra_id_124>	B{1,2}[a-z]{4}[A-Za-z]{2,}
<extra_id_123><extra_id_0>BaaaaAA+<extra_id_1>BBabcdAbCdeFgHI+<extra_id_2>BBBabcdabcde-<extra_id_3>BBabcdabcde+<extra_id_4>BBhjgyTU+<extra_id_5>BaaghZfGtewuS+	<extra_id_124>	B{1,2}[a-z]{4}[A-Za-z]{2,}
<extra_id_123><extra_id_0>1199+	<extra_id_124>	1{2,}9{1,}
<extra_id_123><extra_id_0>1199+<extra_id_1>119+	<extra_id_124>	1{2,}9{1,}
<extra_id_123><extra_id_0>1199+<extra_id_1>119+<extra_id_2>119999+	<extra_id_124>	1{2,}9{1,}
<extra_id_123><extra_id_0>1199+<extra_id_1>119+<extra_id_2>119999+<extra_id_3>911-	<extra_id_124>	1{2,}9{1,}
<extra_id_123><extra_id_0>1199+<extra_id_1>119+<extra_id_2>119999+<extra_id_3>911-<extra_id_4>9111-	<extra_id_124>	1{2,}9{1,}
<extra_id_123><extra_id_0>aaF+	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
<extra_id_123><extra_id_0>aaF+<extra_id_1>FFaaFF+	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
<extra_id_123><extra_id_0>aaF+<extra_id_1>FFaaFF+<extra_id_2>FFFFaafsdaadfaFF-	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
<extra_id_123><extra_id_0>aaF+<extra_id_1>FFaaFF+<extra_id_2>FFFFaafsdaadfaFF-<extra_id_3>sfwFFFFFF+	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
<extra_id_123><extra_id_0>aaF+<extra_id_1>FFaaFF+<extra_id_2>FFFFaafsdaadfaFF-<extra_id_3>sfwFFFFFF+<extra_id_4>FFFFFFFsfwFFFFF+	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
<extra_id_123><extra_id_0>aaF+<extra_id_1>FFaaFF+<extra_id_2>FFFFaafsdaadfaFF-<extra_id_3>sfwFFFFFF+<extra_id_4>FFFFFFFsfwFFFFF+<extra_id_5>FsfwF+	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
<extra_id_123><extra_id_0>aaF+<extra_id_1>FFaaFF+<extra_id_2>FFFFaafsdaadfaFF-<extra_id_3>sfwFFFFFF+<extra_id_4>FFFFFFFsfwFFFFF+<extra_id_5>FsfwF+<extra_id_6>Fsfw-	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
<extra_id_123><extra_id_0>aaF+<extra_id_1>FFaaFF+<extra_id_2>FFFFaafsdaadfaFF-<extra_id_3>sfwFFFFFF+<extra_id_4>FFFFFFFsfwFFFFF+<extra_id_5>FsfwF+<extra_id_6>Fsfw-<extra_id_7>FsfF+	<extra_id_124>	(F{1,})?[A-Za-z]{2,3}F{1,}
